,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
1362,2010-B5P2B,2010,"<blok> Kegiatan minggu lalu </blok><pertanyaan> Dalam periode satu minggu terakhir, di antara kegiatan 1 sampai 4 yang dinyatakan “Ya” di atas, kegiatan mana yang menghabiskan waktu terbanyak? </pertanyaan>",2015-B5_R208,2015,<blok> Aktivitas pencarian kerja atau persiapan usaha </blok><pertanyaan> Tindakan apa saja yang telah Anda lakukan (NAMA) dalam mencari pekerjaan atau menyiapkan usaha? (Lainnya) </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Kegiatan minggu lalu menanyakan penggunaan waktu di antara kegiatan 1–4, sedangkan aktivitas pencarian kerja menanyakan tindakan spesifik di bidang pekerjaan; topik berbeda sehingga tidak saling terkait.  

Pertanyaan tentang kegiatan seminggu dan pencarian kerja juga berfokus pada topik berbeda (penggunaan waktu vs upaya mencari pekerjaan), sehingga tidak saling terkait."
369,2012-B5P20_1,2012,<blok> Aktivitas mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa yang pernah dilakukan (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Daftar di bursa kesempatan kerja) </pertanyaan>,2020-r24a,2020,<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Apakah Anda mendaftar di job fair dalam tujuh hari terakhir? </pertanyaan>,equivalent,equivalen,"Kedua pasangan soal mengarah pada **domain aktivitas mencari pekerjaan/mempersiapkan usaha** dan menanyakan **aksi yang dilakukan pada acara bursa atau job fair**.  
- “Langkah‑langkah apa yang pernah dilakukan” dan “Apakah Anda mendaftar di job fair” sama-sama menanyakan tindakan yang dilakukannya.  
- “Daftar di bursa kesempatan kerja” dan “menyatakan mendaftar pada bursa” adalah sinonim.  
- “Dalam tujuh hari terakhir” dan “Dalam seminggu terakhir” merujuk pada periode yang identik.  

Karena semua unsur semantik (domain, objek, dan periode waktu) identik, dua blok‑pertanyaan tersebut bersifat ekuivalen."
933,2017-b5_r8,2017,<blok> Informasi Umum Responden </blok><pertanyaan> Apa alasan utama Anda belum bekerja selama seminggu terakhir? </pertanyaan>,2020-r24f,2020,<blok> Kegiatan mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Apakah ada usaha lain selain yang sudah ditanyakan di atas? tuliskan:           .................... </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Blok “Informasi Umum Responden” dan pertanyaan “Apa alasan utama Anda belum bekerja selama seminggu terakhir?” berfokus pada data pribadi dan kondisi kerja saat ini, sedangkan blok “Kegiatan mencari pekerjaan atau menyiapkan usaha” serta pertanyaan “Apakah ada usaha lain selain yang sudah ditanyakan di atas?” berfokus pada aktivitas ekonomi spesifik.  

Karena satu mengumpulkan informasi latar belakang sementara yang lain mengumpulkan data tindakan ekonomi, tidak ada hubungan semantik langsung antara keduanya."
939,2012-B5P20_3,2012,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Langkah apa saja (NAMA) yang pernah Anda lakukan dalam mencari pekerjaan atau mempersiapkan usaha? (Melamar dengan memanfaatkan iklan) </pertanyaan>,2017-b5_r19i,2017,"<blok> Aktivitas mencari pekerjaan/mempersiapkan usaha </blok>
<pertanyaan> Langkah apa yang diambil (NAMA) dalam upaya mencari pekerjaan atau mempersiapkan usaha selama seminggu/seminggu terakhir? Selain itu, harap tuliskan: </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan pertama menanyakan pengalaman umum tanpa batas waktu, sedangkan pertanyaan kedua menuntut rincian kegiatan dalam periode tertentu (seman atau sebulan terakhir) beserta data tambahan, sehingga tidak berhubungan."
717,2010-HUB,2010,<blok> Detail anggota keluarga </blok><pertanyaan> Hubungan dengan pemimpin rumah tangga (kode) </pertanyaan>,2012-JK,2012,<blok> Informasi anggota keluarga </blok><pertanyaan> Keterangan jenis kelamin </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Keterangan jenis kelamin tidak mempengaruhi hubungan dengan pemimpin rumah tangga, sehingga tidak ada hubungan semantik.  
Keterangan jenis kelamin tidak mempengaruhi hubungan dengan kepala rumah tangga, sehingga tidak ada hubungan semantik."
471,2015-B5_R15B,2015,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi dan kembali ke/dari tempat kerja setiap hari, setiap minggu atau setiap bulan?** </pertanyaan>",2020-r19c,2020,<blok> Umum Responden </blok><pertanyaan> Apakah Anda rutin melakukan perjalanan antara rumah atau tempat tinggal dengan kantor atau tempat kerja? </pertanyaan>,equivalent,equivalen,Kedua pertanyaan tersebut setara secara semantik karena keduanya menanyakan frekuensi perjalanan antara tempat tinggal dan tempat kerja.
863,2010-B5P19_8,2010,<blok> Aktivitas pencarian pekerjaan/mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa saja yang pernah diambil (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha? (Lainnya) </pertanyaan>,2017-b5_r30c11,2017,"<blok> Pekerjaan utama </blok><pertanyaan> Jika R.27.a = 4, berapa gaji bersih (NAMA) yang diterima selama sebulan terakhir dari pekerjaan utama? (uang) </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Kedua pertanyaan membahas aspek berbeda: satu tentang langkah/aktivitas pencarian kerja atau mempersiapkan usaha, satu tentang gaji bersih dari pekerjaan utama. Tanpa variabel atau konteks yang menghubungkannya, tidak ada hubungan semantik antara keduanya."
301,2012-B5P4,2012,<blok> Aktivitas seminggu terakhir </blok><pertanyaan> Apakah (NAMA) tengah mencari kerja? </pertanyaan>,2017-b5_r15a,2017,"<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok>
<pertanyaan> Selama seminggu terakhir: Apakah (NAMA) sedang mencari pekerjaan? </pertanyaan>",equivalent,equivalen,"Kedua pasangan kalimat menyatakan kegiatan yang terjadi dalam periode seminggu terakhir (atau seminggu yang lalu) dan aktivitas tersebut adalah mencari pekerjaan atau mempersiapkan usaha, sehingga secara semantik memiliki arti yang sama."
1260,2012-B5P20_1,2012,<blok> Aktivitas mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa yang pernah dilakukan (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Daftar di bursa kesempatan kerja) </pertanyaan>,2020-r16a1,2020,"<blok> Responden Umum </blok><pertanyaan> Selama tujuh hari terakhir, berapa jam kerja harian Anda setelah dikurangi waktu istirahat? Senin : </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Karena satu bertanya tentang langkah-langkah mencari pekerjaan/mempersiapkan usaha, sedangkan yang lain meminta data jam kerja harian setelah istirahat, sehingga fokusnya berbeda dan tidak saling terkait."
854,2017-b4_k6,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Usia (tahun) </pertanyaan>,2015-B5_R21B,2015,<blok> Tindakan mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau menyiapkan usaha baru? (Bulan) </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Usia anggota keluarga hanya memberikan data demografis, sedangkan durasi pencarian pekerjaan menilai aktivitas ekonomi; keduanya membahas konteks berbeda dan tidak saling mempengaruhi secara semantik."
1053,2015-B5_R12,2015,<blok> Tugas utama </blok><pertanyaan> Bagaimana status atau posisi (NAMA) dalam tugas utama selama satu minggu terakhir? </pertanyaan>,2017-b5_r5b,2017,"<blok> Kegiatan satu minggu dan satu bulan yang lalu </blok><pertanyaan> Dari kegiatan 1 hingga 4 yang mencatat Ya pada R.5.a, kegiatan apa yang memakan waktu paling banyak seminggu yang lalu? </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Keduanya memfokuskan pada konteks dan unit data yang berbeda: satu menanyakan status posisi individu di suatu tugas utama, yang bersifat status organisasi; yang lain menanyakan perbandingan penggunaan waktu antar kegiatan, yang bersifat analisis kinerja waktu. Karena unit analisis dan tujuan berbeda, tidak ada hubungan semantik yang relevan."
322,2012-B5P19,2012,<blok> Proses mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Apa alasan utama (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha? </pertanyaan>,2017-b5_r18,2017,<blok> Aktivitas mencari kerja atau mempersiapkan usaha </blok><pertanyaan> Apa alasan utama (NAMA) menginginkan pekerjaan maupun mempersiapkan usaha? </pertanyaan>,equivalent,equivalen,"Kedua frasa menyampaikan aktivitas pencarian kerja atau persiapan usaha beserta alasan di baliknya, sehingga secara makna keduanya setara."
595,2012-B5P8B,2012,<blok> Aktivitas minggu terakhir </blok><pertanyaan> Berapa total jam kerja dari semua pekerjaan tiap hari selama minggu terakhir? </pertanyaan>,2017-b5_r26a7,2017,"<blok> Tugas utama </blok><pertanyaan> Selama seminggu terakhir, berapa total jam kerja harian Anda setelah mengurangi waktu istirahat? Minggu : </pertanyaan>",lebih umum dari,lebih agregat,"Jumlah jam kerja seminggu merupakan agregat dari jam per hari, termasuk jam Minggu."
979,2010-B5P22,2010,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Mengapa (NAMA) tidak sedang mencari pekerjaan atau mempersiapkan usaha? </pertanyaan>,2017-b5_r25a2ii,2017,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di pekerjaan utama? SELESAI LEBIH DARI 1 TAHUN (berapa Bulan) </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Pertanyaan tentang alasan seseorang tidak mencari pekerjaan atau mempersiapkan usaha menanyakan motivasi dan keputusan pribadi, sedangkan pertanyaan tentang berapa lama ia bekerja di pekerjaan utama menanyakan durasi dan status kerja yang sudah berlangsung; keduanya memfokuskan pada aspek yang berbeda dan tidak saling mendukung atau mempengaruhi satu sama lain."
448,2015-B4_K4,2015,<blok> Deskripsi anggota keluarga </blok><pertanyaan> Jenis kelamin </pertanyaan>,2020-k4,2020,<blok> Rincian anggota rumah tangga </blok><pertanyaan> Jenis Kelamin </pertanyaan>,equivalent,equivalen,"Deskripsi → Rincian → Keterangan → Daftar semua berarti “informasi terperinci tentang anggota keluarga/rumah tangga”.  
Jenis kelamin sama persis dalam semua pasangan.  
Karena kedua blok dan pertanyaan menyampaikan makna yang identik, pasangan tersebut setara secara semantik."
364,2012-B5P15AP,2012,<blok> Tugas utama </blok><pertanyaan> Di manakah tempat kerja yang biasanya (NAMA) seminggu yang lalu? (Propinsi) </pertanyaan>,2020-r19b_prov,2020,<blok> Informasi Umum Responden </blok><pertanyaan> Di wilayah mana Anda bekerja pada tugas utama selama seminggu terakhir? Provinsi </pertanyaan>,equivalent,equivalen,Karena kedua kalimat mengajukan pertanyaan yang identik: lokasi tempat kerja utama responden dalam satu minggu terakhir di provinsi tertentu.
1281,2012-B5P2A2,2012,<blok> Kegiatan seminggu yang lalu </blok><pertanyaan> Selama seminggu terakhir: Apakah (NAMA) merupakan sekolah? </pertanyaan>,2020-r19d,2020,<blok> Data Umum Responden </blok><pertanyaan> Moda transportasi utama apa yang Anda pakai ketika pergi ke tempat kerja? </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Tidak ada hubungan semantik karena satu pertanyaan menanyakan status akademis (apakah (NAMA) sekolah) sedangkan yang lain menanyakan moda transportasi ke tempat kerja; topik, konteks, dan tujuan yang diangkat berbeda sehingga tidak saling terkait."
90,2010-B5P14AK,2010,<blok> Tugas utama </blok><pertanyaan> Di mana biasanya (NAMA) bekerja selama seminggu terakhir? (Kab) </pertanyaan>,2015-B5_R15A2,2015,<blok> Pekerjaan utama </blok><pertanyaan> Di mana biasanya (NAMA) bekerja pada seminggu terakhir? (Kab) </pertanyaan>,equivalent,equivalen,"Semantik kedua pasangan kalimat sama karena mereka menyampaikan informasi yang identik: 
- `<blok>` memberi judul “Pekerjaan utama”.  
- `<pertanyaan>` menanyakan lokasi kerja rutin (nama) dalam satu minggu terakhir.  
Penggunaan kata “di mana”, “lokasi tempat kerja”, “seminggu terakhir/lalu” tidak mengubah makna inti."
342,2012-HUB,2012,<blok> Detail anggota keluarga </blok><pertanyaan> Relasi dengan kepala keluarga (kode) </pertanyaan>,2020-k3,2020,<blok> Rincian anggota keluarga </blok><pertanyaan> Koneksi dengan Kepala Rumah Tangga (tuliskan kode) </pertanyaan>,equivalent,equivalen,"Semua frasa tersebut menyatakan informasi tentang anggota keluarga dan hubungan mereka dengan kepala keluarga, sehingga secara semantik setara."
456,2015-B5_R2A2,2015,"<blok> Aktivitas seminggu terakhir </blok><pertanyaan> Selama satu minggu terakhir, apakah (NAMA) sekolah? </pertanyaan>",2020-r31a,2020,"<blok> Aktivitas lain </blok><pertanyaan> Dalam tujuh hari terakhir, apakah Anda menempuh pendidikan? </pertanyaan>",equivalent,equivalen,"Karena kedua rangkaian kalimat menyampaikan hal yang sama: periode waktu tujuh hari terakhir dan pertanyaan tentang status pendidikan, meskipun menggunakan kata kerja dan struktur kalimat yang berbeda."
1072,2010-B5P15AT,2010,<blok> Umum Responden </blok><pertanyaan> Pada tahun berapa Anda memulai pekerjaan atau usaha ini? Tahun :</pertanyaan>,2017-klasifikas,2017,<blok> Pengantar lokasi </blok><pertanyaan> Pengelompokan Desa/Kelurahan *) </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Tidak ada hubungan semantik karena satu blok mengumpulkan data profil responden (tahun memulai pekerjaan), sedangkan blok lainnya mengumpulkan data geografi lokasi (kelurahan). Kedua pertanyaan mengarah ke domain informasi yang berbeda sehingga tidak saling mempengaruhi atau tergantung."
1091,2017-b5_r11,2017,<blok> Responden umum </blok><pertanyaan> Apakah Anda memiliki jaminan akan kembali bekerja di unit usaha/tempat kerja saat ini? </pertanyaan>,2020-r20b,2020,"<blok> Umum Peserta </blok><pertanyaan> Selama tujuh hari terakhir, berapa total jam kerja harian Anda untuk semua pekerjaan setelah dikurangi waktu istirahat? Jumlah : </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan pertama menanyakan jaminan kerja di unit saat ini (keamanan kerja), sementara pertanyaan kedua menanyakan jam kerja harian (jumlah waktu bekerja); karena fokus, konsep, dan variabel yang diukur berbeda, keduanya tidak memiliki hubungan semantik."
694,2020-r16a5,2020,"<blok> Data Umum Responden </blok><pertanyaan> Selama tujuh hari terakhir, berapa jam kerja harian Anda setelah mengurangi waktu istirahat? Jumat : </pertanyaan>",2015-B5_R8B,2015,<blok> Kegiatan seminggu terakhir </blok><pertanyaan> Berapa total jam kerja semua pekerjaan per hari pada seminggu terakhir? </pertanyaan>,lebih khusus dari,lebih detail,"Kalimat pertama lebih detail karena menanyakan jam kerja harian secara terpisah dan mencakup hari Jumat, sedangkan kalimat kedua hanya menanyakan total jam kerja seminggu. Karena jam kerja seminggu adalah jumlah jam per hari, termasuk jam Jumat, kalimat pertama memberi rincian yang lebih spesifik."
645,2017-b5_r30b1,2017,"<blok> Pekerjaan utama </blok><pertanyaan> Jika nilai R.27.a adalah 1, 5, atau 6, berapa penghasilan bersih yang diperoleh (NAMA) dalam satu bulan terakhir dari pekerjaan utama? (uang) </pertanyaan>",2010-B5P11A,2010,<blok> Pekerjaan utama </blok><pertanyaan> Berapa pendapatan bersih (NAMA) bulan lalu dari pekerjaan utama? </pertanyaan>,lebih khusus dari,lebih detail,"Pertanyaan yang menyertakan kondisi R.27.a = 1, 5, atau 6 dan menyebut satuan uang memberi rincian tentang kategori pekerjaan tertentu dan unit pengukuran, sehingga lebih spesifik daripada hanya menanyakan pendapatan bersih secara umum."
157,2010-B5P16,2010,<blok> Pekerjaan tambahan </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan sampingan dalam satu minggu terakhir?  </pertanyaan>,2017-b5_r38a,2017,<blok> Pekerjaan sampingan </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan tambahan utama yang dilakukan minimal satu jam tanpa henti selama seminggu terakhir? </pertanyaan>,equivalent,equivalen,Keduanya menyatakan adanya pekerjaan sampingan utama yang dilakukan minimal satu jam tanpa henti dalam satu minggu terakhir.
496,2017-b4_k5_th,2017,<blok> Daftar anggota keluarga </blok><pertanyaan> Tahun kelahiran </pertanyaan>,2020-k5_th,2020,<blok> Daftar anggota keluarga </blok><pertanyaan> Tahun kelahiran </pertanyaan>,equivalent,equivalen,"Kedua frasa merujuk pada daftar anggota keluarga dan tahun kelahiran, sehingga makna dan konteksnya identik.  

Keterangan anggota rumah tangga + bulan dan tahun lahir (tahun) merujuk pada informasi yang sama seperti daftar anggota rumah tangga + tahun lahir."
704,2015-B5_R25,2015,<blok> Pengalaman profesional </blok><pertanyaan> Alasan utama (NAMA) meninggalkan pekerjaan/berpindah setelah 31 Agustus 2009: </pertanyaan>,2015-KLASIFIKASI,2015,<blok> Pendahuluan lokasi </blok><pertanyaan> KATEGORI DESA/KELURAHAN </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Alasan meninggalkan pekerjaan berhubungan dengan riwayat karier, sedangkan kategori desa/kota berkaitan dengan klasifikasi geografi; keduanya mengumpulkan data di domain berbeda dan tidak saling mempengaruhi."
411,2015-B5_R14B,2015,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) bekerja di pekerjaan sekarang? (bulan) </pertanyaan>,2017-b5_r25a2ii,2017,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di pekerjaan utama? SELESAI LEBIH DARI 1 TAHUN (berapa Bulan) </pertanyaan>,equivalent,equivalen,"Kedua frasa menyatakan pertanyaan yang sama mengenai lama bekerja seseorang, hanya berbeda pada pilihan kata (“pekerjaan utama” vs “pekerjaan inti”, “sekarang” vs “utama”) dan penambahan keterangan “lebih dari 1 tahun” yang hanya mempertegas, bukan mengubah makna dasar."
319,2012-B5P16B,2012,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha? </pertanyaan>,2017-b5_r25b,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa waktu (NAMA) menghabiskan untuk mencari pekerjaan atau menyiapkan usaha di bidang pekerjaan utama? </pertanyaan>,equivalent,equivalen,"Kedua frasa merujuk pada durasi yang sama: waktu yang dihabiskan (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha dalam konteks pekerjaan utama. Kata “lama” dan “waktu” memiliki makna yang setara, dan “di bidang pekerjaan utama” atau “di pekerjaan utama” tidak mengubah makna inti. Oleh karena itu secara semantik keduanya identik."
